mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__weights,param_model__n_neighbors,param_model__metric,params,split0_test_accuracy,split1_test_accuracy,split2_test_accuracy,split3_test_accuracy,split4_test_accuracy,split5_test_accuracy,split6_test_accuracy,split7_test_accuracy,split8_test_accuracy,split9_test_accuracy,mean_test_accuracy,std_test_accuracy,rank_test_accuracy,split0_train_accuracy,split1_train_accuracy,split2_train_accuracy,split3_train_accuracy,split4_train_accuracy,split5_train_accuracy,split6_train_accuracy,split7_train_accuracy,split8_train_accuracy,split9_train_accuracy,mean_train_accuracy,std_train_accuracy,split0_test_precision_macro,split1_test_precision_macro,split2_test_precision_macro,split3_test_precision_macro,split4_test_precision_macro,split5_test_precision_macro,split6_test_precision_macro,split7_test_precision_macro,split8_test_precision_macro,split9_test_precision_macro,mean_test_precision_macro,std_test_precision_macro,rank_test_precision_macro,split0_train_precision_macro,split1_train_precision_macro,split2_train_precision_macro,split3_train_precision_macro,split4_train_precision_macro,split5_train_precision_macro,split6_train_precision_macro,split7_train_precision_macro,split8_train_precision_macro,split9_train_precision_macro,mean_train_precision_macro,std_train_precision_macro
0.06537277698516845,0.012976425333671384,0.15078580379486084,0.021254668695398517,distance,12,euclidean,"{'model__weights': 'distance', 'model__n_neighbors': 12, 'model__metric': 'euclidean'}",0.6988906497622821,0.7171156893819335,0.7155309033280507,0.7385103011093502,0.7091917591125199,0.7218700475435816,0.7416798732171157,0.7210776545166403,0.7337559429477021,0.7290015847860539,0.722662440570523,0.012678288431061802,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.6958762658990061,0.7147892235741361,0.7113157243225655,0.7348797907844503,0.7046877613374464,0.7191442624990579,0.7367133676542136,0.7166912089548042,0.7308956504317944,0.7257149279506999,0.7190708183408174,0.01254653364909061,5,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06485388278961182,0.01251740267589735,0.2014315128326416,0.03481530691988152,uniform,10,euclidean,"{'model__weights': 'uniform', 'model__n_neighbors': 10, 'model__metric': 'euclidean'}",0.6957210776545166,0.7028526148969889,0.7123613312202852,0.7218700475435816,0.694136291600634,0.713946117274168,0.7250396196513471,0.7060221870047544,0.7171156893819335,0.7115689381933439,0.7100633914421554,0.009817042884021214,9,0.7718788519105476,0.7693255854904032,0.76747666842754,0.7679168867758408,0.7662440570522979,0.7692375418207431,0.7658038387039972,0.7669484064095792,0.7684451487938018,0.7659799260433174,0.7679256911428068,0.001784682320939908,0.6912731804483053,0.6991743964868409,0.7078373198803674,0.7162483170622015,0.6889208895134906,0.7105085017478833,0.7188921208624015,0.7011052042208458,0.7164455458161351,0.708101273758491,0.7058506749796962,0.009936609243785819,9,0.7699083685901147,0.7671957373483407,0.7649372212922944,0.7656414810207232,0.7636895634239897,0.7666277357772922,0.7633100991783353,0.7648576428290961,0.7657002822888047,0.7638547788173549,0.7655722910566346,0.0018734550494516468
0.05816645622253418,0.006031447249329348,0.4827842950820923,0.05891815484219605,distance,12,manhattan,"{'model__weights': 'distance', 'model__n_neighbors': 12, 'model__metric': 'manhattan'}",0.7258320126782885,0.7369255150554676,0.7297939778129953,0.7559429477020603,0.7297939778129953,0.7297939778129953,0.742472266244057,0.7345483359746434,0.7472266244057052,0.7385103011093502,0.7370839936608558,0.00884361738719728,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7234115979499023,0.7340009807023969,0.7267235783974276,0.7544226869579678,0.7240980273050509,0.7272605645069918,0.7378551632732859,0.7307075119725005,0.7445865688411952,0.7399109254167823,0.7342977605323501,0.009473364734425406,2,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.06191244125366211,0.02133021186315986,0.14664971828460693,0.027997013634898496,uniform,5,euclidean,"{'model__weights': 'uniform', 'model__n_neighbors': 5, 'model__metric': 'euclidean'}",0.6933438985736925,0.7242472266244057,0.7147385103011094,0.7266244057052298,0.7044374009508716,0.7107765451664025,0.722662440570523,0.7083993660855784,0.7258320126782885,0.7250396196513471,0.7156101426307447,0.010657317993627333,7,0.8094734988554323,0.8090332805071315,0.8088571931678112,0.8085930621588308,0.8112343722486354,0.8095615425250925,0.8089452368374714,0.8092093678464518,0.8082408874801902,0.8056876210600458,0.8088836062687091,0.0013106683509167996,0.689474319556675,0.7217031303262381,0.7121460378609499,0.7202108357108814,0.7019119391530547,0.7061131302817972,0.7170870023327157,0.703861773844768,0.7236230005414311,0.7225182476736298,0.7118649417282141,0.010691463699841761,7,0.8079441983919565,0.8074455223426965,0.8073244747838783,0.8071953691814205,0.8097299706175896,0.8080346381007022,0.8072952089435379,0.8077081688496409,0.8067231082244659,0.8040237245677785,0.8073424384003667,0.0013456435151724686
0.06519529819488526,0.02164466147918118,0.4924375057220459,0.06670124405728396,uniform,20,manhattan,"{'model__weights': 'uniform', 'model__n_neighbors': 20, 'model__metric': 'manhattan'}",0.7012678288431062,0.7171156893819335,0.7107765451664025,0.7266244057052298,0.7083993660855784,0.7091917591125199,0.7171156893819335,0.7171156893819335,0.7179080824088748,0.7297939778129953,0.7155309033280507,0.008104131648523355,8,0.7462581440394436,0.7464342313787639,0.7509244585314316,0.7480190174326465,0.7486353231202677,0.7467864060574044,0.7454657510125022,0.7459940130304631,0.744761401655221,0.7464342313787639,0.7469712977636906,0.0016946748363268862,0.696952525629726,0.7158029864948386,0.7052313746027129,0.7215174292476976,0.7032869057765775,0.7050554100233793,0.7120247466559837,0.7111148147149589,0.71497286888604,0.7283365988601588,0.7114295660892074,0.00880160729639005,8,0.7437096655275572,0.7437881921072343,0.7489738960271592,0.7453752725178597,0.7463415549373955,0.7442093098251943,0.7427946816652701,0.7434580251370752,0.741837703595258,0.7440836111063037,0.7444571912446307,0.0019137834324167232
0.05581960678100586,0.015688475039322292,0.09744095802307129,0.01039625970009851,distance,8,euclidean,"{'model__weights': 'distance', 'model__n_neighbors': 8, 'model__metric': 'euclidean'}",0.6925515055467512,0.7234548335974643,0.7179080824088748,0.7345483359746434,0.7123613312202852,0.7321711568938193,0.7400950871632329,0.7242472266244057,0.7274167987321711,0.7282091917591125,0.723296354992076,0.012741522182086705,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.687208717086067,0.719463394728612,0.7141310747052595,0.7310035479088564,0.7081798663941586,0.7298404570824284,0.7340439889061463,0.7188579288230746,0.724297182627991,0.7258566339110563,0.719288279217365,0.013091474747555728,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
0.04965434074401855,0.010970626875063757,0.4458340644836426,0.02838286939117354,uniform,10,manhattan,"{'model__weights': 'uniform', 'model__n_neighbors': 10, 'model__metric': 'manhattan'}",0.7060221870047544,0.7242472266244057,0.7171156893819335,0.7297939778129953,0.7060221870047544,0.7194928684627575,0.7408874801901744,0.7131537242472267,0.7274167987321711,0.7290015847860539,0.7213153724247225,0.010560253709608298,6,0.7778658214474379,0.7745201620003521,0.7780419087867583,0.7763690790632154,0.7774256030991372,0.7756647297059341,0.7749603803486529,0.7768973410811763,0.7733755942947702,0.7730234196161296,0.7758144039443564,0.001714954184741733,0.7032253988663909,0.7210881182725907,0.7120367985124855,0.7248438645461327,0.7006593769440786,0.7148630897157566,0.736986115440555,0.7091794706062758,0.726987110183239,0.729271331414328,0.7179140674501833,0.011255098918721024,6,0.7756424236136479,0.7723023484366943,0.7761087651186341,0.7746804640680965,0.7754882454059239,0.7736767138403028,0.7731504053534766,0.7749214208697461,0.7712280988921447,0.7709186359179591,0.7738117521516626,0.0017664535509402995
0.048152613639831546,0.0040450913471620515,0.12997727394104003,0.022059396669507646,uniform,20,euclidean,"{'model__weights': 'uniform', 'model__n_neighbors': 20, 'model__metric': 'euclidean'}",0.6870047543581617,0.6949286846275753,0.7044374009508716,0.7187004754358162,0.6838351822503962,0.696513470681458,0.7147385103011094,0.7036450079239303,0.7091917591125199,0.7107765451664025,0.7023771790808242,0.011009416439276332,10,0.7402711745025533,0.7372776897341081,0.7410635675294946,0.7400950871632329,0.7392146504666315,0.7407113928508541,0.73842225743969,0.7415037858777954,0.7374537770734284,0.7404472618418736,0.7396460644479662,0.0014116945165566618,0.6830507213128676,0.6928483753390181,0.6992892915249319,0.7123615783091085,0.6799908615572221,0.6909600953070701,0.7082983969725107,0.6975314792888688,0.7066211782489313,0.7060157429225745,0.6976967720783105,0.010371887816355743,10,0.7372309391670713,0.7340304756290363,0.7386880777635866,0.7369099698706796,0.7362849247675074,0.737193847583053,0.7350155756019363,0.7386287486062224,0.7337717876374459,0.7379127932514022,0.736566713987794,0.0016806537546454087
0.060856032371521,0.023240256365178034,0.4513163328170776,0.020202227554057244,uniform,8,manhattan,"{'model__weights': 'uniform', 'model__n_neighbors': 8, 'model__metric': 'manhattan'}",0.7060221870047544,0.722662440570523,0.7258320126782885,0.7377179080824089,0.6980982567353408,0.742472266244057,0.722662440570523,0.7179080824088748,0.7361331220285261,0.7305863708399366,0.7240095087163232,0.013259508189513432,3,0.7911604155661208,0.7844690966719493,0.7894875858425779,0.783764747314668,0.786053882725832,0.7862299700651523,0.7873745377707343,0.7879908434583554,0.7858777953865117,0.7870223630920937,0.7869431237893995,0.0021025484576511658,0.7026047924097448,0.7190844164313149,0.7216361670208727,0.7339353394388565,0.6926418472834036,0.7384272587924171,0.716960448352573,0.7146989253879201,0.7371857336063455,0.7324477915653251,0.7209622720288773,0.014376064137898286,3,0.789741559494253,0.7832858404021196,0.7884500001417168,0.7824939625393782,0.784333674494954,0.785137231630866,0.7861262310432485,0.7867840076519247,0.7845516255476607,0.7857944778371212,0.7856698610783243,0.002118075829642778
0.04456315040588379,0.0009930091241880361,0.4128298759460449,0.022403393532262988,distance,8,manhattan,"{'model__weights': 'distance', 'model__n_neighbors': 8, 'model__metric': 'manhattan'}",0.716323296354992,0.7393026941362916,0.7416798732171157,0.7408874801901744,0.7202852614896988,0.7456418383518225,0.7472266244057052,0.7369255150554676,0.7559429477020603,0.7503961965134707,0.7394611727416798,0.01185839396293532,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.7126855259801622,0.7361289944945002,0.7404340204451473,0.7382346983055987,0.7156951697440267,0.7432771613900532,0.7426479087444281,0.7337918606909245,0.7539356291793214,0.7512186070999752,0.7368049576074138,0.012764649467783442,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
